Filename,Q1,Q3,Lipid,Date,Sample_Name,Sample,Summed_Intensity,TIC_Time,TIC_RSD_Total,TIC_RSD_Window,TIC_RSD_WindowBest,TIC_RSD_TopGroupWindow,Summed_TIC
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,706.58,565.58,"""PE(33:0),PE(O-34:0)""",20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,320,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,704.56,563.56,"""PE(33:1),PE(O-34:1),PE(P-34:0)""",20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,160,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,702.54,561.54,"""PE(33:2),PE(O-34:2),PE(P-34:1)""",20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,320,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,700.53,559.53,"""PE(33:3),PE(O-34:3),PE(P-34:2)""",20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,240,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,698.51,557.51,"""PE(33:4),PE(O-34:4),PE(O-34:4),PE(P-34:3)""",20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,200,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,696.5,555.5,"""PE(33:5),PE(P-34:4)""",20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,360,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,720.59,579.59,"""PE(34:0),PE(O-35:0)""",20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,200,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,718.58,577.58,"""PE(34:1),PE(O-35:1),PE(P-35:0)""",20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,280,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,716.56,575.56,"""PE(34:2),PE(O-35:2),PE(P-35:1)""",20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,200,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,714.54,573.54,"""PE(34:3),PE(P-35:2)""",20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,960,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,712.49,571.49,PE(34:4),20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,18040,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,710.48,569.48,PE(34:5),20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,2800,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,708.46,567.46,PE(34:6),20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,120,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
20250310_NIST_Splash_BUME_PE_r3.wiff.scan,728.56,587.56,"""PE(35:3),PE(O-36:3),PE(P-36:2)""",20250310,NIST_Splash_BUME_PE_r3-NIST1950_Splash_BUME,Sample,160,4.28003333333,27.289154865669442,"[18.429165801897067, 24.954267414457902, 24.554430676031274, 24.59839657725729, 24.59839657725729, 26.981171114981144, 26.3740836144382, 41.045490619046824, 34.780526716738684, 39.07281835096298, 40.646401830831195, 41.83135380681158, 41.738615982580285, 35.835049950339254, 24.257061516905864, 31.108217458022853, 29.338125203484296, 37.21962166778365, 36.641405439647, 37.06293290592586, 37.5788781131621, 34.180132097742785, 22.324865827191513, 22.324865827191513, 16.166051555023706, 16.62362297811677, 18.182905770926098, 17.09588499454054, 16.81643769336603, 23.85411810072336, 25.63487860399627, 25.63487860399627, 25.599306858921295, 25.599306858921295, 32.802904212910796, 32.274861218395145, 33.33247070291425, 34.984609864295855, 31.490739379485305, 33.18302787383299, 34.05072790434306, 29.777763972365275, 29.13902820951951, 21.621148175869536, 23.79088511821581, 21.641977847481147, 22.003313653958706, 21.64269468566603, 19.70377188508939, 24.727309643571683, 22.453398955475304, 21.162135367921874, 21.82062936960487, 21.28050658589377]",16.166051555023706,17.219011465645035,59200
